MBC_id	Process	Level	Querry	Parent_mbc_id	Parent_process	Search_finished
MBC:0000473	Interleukin 27 receptor signaling	3	"(""Interleukin 27"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000474	Interleukin 3 receptor signaling	3	"(""Interleukin 3"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000475	Interleukin 33 receptor signaling	3	"(""Interleukin 33"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000476	Interleukin 4 receptor signaling	3	"(""Interleukin 4"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000477	Interleukin 5 receptor signaling	3	"(""Interleukin 5"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000478	Interleukin 6 receptor signaling	3	"(""Interleukin 6"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000479	Interleukin 7 receptor signaling	3	"(""Interleukin 7"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000480	Interleukin 8 receptor signaling	3	"(""Interleukin 8"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000481	Interleukin 9 receptor signaling	3	"(""Interleukin 9"") AND (""receptor signaling"")"	MBC:0000098	Interleukin receptor signaling	True
MBC:0000482	Intestinal absorption and excretion of cholesterol	3	((Intestinal absorption) OR (excretion)) AND (cholesterol)	MBC:0000118	Metabolism and transport of cholesterol, steroids and bile acids	True
MBC:0000483	Intracellular bridge abscission	3	"((""Intracellular bridge"") OR (midbody)) AND (abscission)"	MBC:0000071	Cytokinesis	True
MBC:0000484	Intracellular bridge assembly	3	"((""Intracellular bridge"") OR (midbody)) AND (assembly)"	MBC:0000071	Cytokinesis	True
MBC:0000485	Intrinsic apoptosis pathway	3	"(""intrinsic apoptosis"") OR (""intrinsic apoptotic pathway"")"	MBC:0000042	Apoptosis	True
MBC:0000486	JAK-STAT signaling pathway	3	"(""JAK STAT signaling pathway"") OR (""JAK STAT signaling cascade"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	False
MBC:0000487	Kallidin receptor signaling	3	"((""Kallidin"") OR (""low-molecular weight kininogen"")) AND (""signaling"")"	MBC:0000102	Kinin–kallikrein system	True
MBC:0000488	Keton body metabolism	3	"((""ketone body metabolism"") OR ((""ketogenesis"") AND ((liver) OR (kidney))) OR (""ketone utilization"") OR (""ketone oxidation"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	True
MBC:0000489	Lamellipodium organization	3	((Lamellipodium) OR (Lamellipodia)) AND (human)	MBC:0000090	Filopodium and lamellipodium organization	True
MBC:0000490	Large ribosomal subunit organization	3	"(""Ribosomal protein"") AND ((""60S subunit"") OR (""60S ribosomal"") OR (""large subunit"") OR (""large ribosomal""))"	MBC:0000182	Ribonucleoprotein biogenesis	True
MBC:0000491	Late endosome dynamics	3	"(""Late endosome"") OR (""Late endosomes"")"	MBC:0000081	Endocytic pathway	True
MBC:0000492	LDL clearance	3	LDL clearance	MBC:0000153	Plasma lipoprotein clearance	True
MBC:0000493	LDL remodeling	3	LDL remodeling	MBC:0000154	Plasma lipoprotein remodeling	True
MBC:0000494	Lectin complement pathway	3	"(""lectin pathway"") AND (complement)"	MBC:0000068	Complement pathway and regulation	True
MBC:0000495	Leptin receptor signaling	3	"(""Leptin receptor signaling"")"	MBC:0000092	Gastrointestinal hormone signaling	True
MBC:0000496	Leukemia inhibitory factor receptor signaling	3	"(""Leukemia inhibitory factor receptor"") AND (signaling)"	MBC:0000189	Signaling pathways involved in hematopoiesis	True
MBC:0000497	Leukocyte transmigration through endothelial cells	3	"(""leukocyte transmigration"") AND (""endothelial cells"")"	MBC:0000184	Rolling cell adhesion	True
MBC:0000498	Linkage of nucleoskeleton and cytoskeleton	3	"((Link) OR (bridge) OR (connect) OR (interact)) AND ((nucleoskeleton) OR (lamin)) AND ((cytoskeleton) OR (actin) OR (microtubule) OR (""intermediate filaments""))"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000499	Lipid droplet biogenesis	3	"(""Lipid droplets"") AND ((""biogenesis"") OR (""generation"") OR (""synthesis"") OR ((""budding"") AND (""endoplasmic reticulum"")))"	MBC:0000103	Lipid droplet dynamics	True
MBC:0000500	Lipid droplet fusion	3	"(""droplet fusion"") AND (lipid)"	MBC:0000103	Lipid droplet dynamics	True
MBC:0000501	Lipid droplet mitochondria interaction	3	"((""lipid droplet"") OR (""lipid droplets"")) AND (mitochondria)"	MBC:0000103	Lipid droplet dynamics	True
MBC:0000502	Lipid transfer between membrane leaflets	3	"(""flippases"")"	MBC:0000117	Membrane lipid metabolism	True
MBC:0000503	Lipid-raft microdomains	3	Lipid Raft microdomains	MBC:0000155	Plasma membrane microdomains	False
MBC:0000504	Lipogenesis	3	"((""Fatty acid synthesis"") OR (""Fatty acids synthesis"") OR (""de novo lipogenesis"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000088	Fatty acid metabolism	True
MBC:0000505	Luteinizing hormone hormone receptor signaling	3	"((""luteinizing hormone receptor"") OR (""LH receptor"")) AND (""signaling"")"	MBC:0000192	Signaling pathways regulating steroid and sex hormone synthesis	True
MBC:0000506	Lysine metabolism	3	"((""lysine degradation"") OR (""Lysine catabolism"") OR (""Lysine metabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000119	Metabolism of essential amino acids	True
MBC:0000507	Lysosomal acidification	3	Lysosomal acidification	MBC:0000074	Degradation by lysosomal enzymes	True
MBC:0000508	Lysosomal glycoprotein degradation	3	((Lysosome) OR (Lysosomal)) AND (glycoprotein) AND ((degradation) OR (digestion) OR (hydrolysis))	MBC:0000074	Degradation by lysosomal enzymes	True
MBC:0000509	Lysosomal glycosaminoglycan degradation	3	((Lysosome) OR (Lysosomal)) AND ((glycosaminoglycan) OR (Mucopolysaccharide)) AND ((degradation) OR (digestion) OR (hydrolysis))	MBC:0000074	Degradation by lysosomal enzymes	True
MBC:0000510	Lysosomal lipid degradation	3	((Lysosome) OR (Lysosomal)) AND (lipid) AND ((degradation) OR (digestion) OR (hydrolysis))	MBC:0000074	Degradation by lysosomal enzymes	True
MBC:0000511	Macroautophagy	3	(Macroautophagy) AND (human)	MBC:0000043	Autophagy	True
MBC:0000512	Macrophage migration inhibitory factor signaling	3	"(""Macrophage migration inhibitory factor"") AND (signaling)"	MBC:0000084	Epidermal growth factor family signaling	True
MBC:0000513	Mammalian target of rapamycin signaling pathway	3	"(""mTOR signaling pathway"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000514	MAPK signaling pathway	3	"((""MAPK signaling pathway"") OR (""MAPK signaling cascade""))"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000515	Mature astrocyte differentiation markers	3	"(""astrocytes"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000114	Mature neuronal cell differentiation markers	True
MBC:0000516	"Mature cone photoreceptor differentiation markers (""Cone"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	3	"Mature cone photoreceptor differentiation markers (""Cone"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000115	Mature retinal cell differentiation markers	False
MBC:0000517	Mature hepatocyte cell differentiation markers	3	"(""hepatocytes"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000113	Mature liver cell differentiation markers	True
MBC:0000518	"Mature kupffer cell differentiation markers (""Kupffer cells"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	3	"Mature kupffer cell differentiation markers (""Kupffer cells"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000113	Mature liver cell differentiation markers	False
MBC:0000519	Mature lymphocyte differentiation markers	3	"Lymphocytes AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000111	Mature Hematopoietic stem cell differentiation markers	True
MBC:0000520	Mature myeloid cell differentiation markers	3	"Myeloid AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000111	Mature Hematopoietic stem cell differentiation markers	True
MBC:0000521	Mature myocyte cell differentiation markers	3	"Myocytes AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000111	Mature Hematopoietic stem cell differentiation markers	True
MBC:0000522	Mature neuron cell differentiation markers	3	"(""Neuron"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000114	Mature neuronal cell differentiation markers	True
MBC:0000523	Mature oligodendrocyte differentiation markers	3	"(""oligodendrocytes"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000114	Mature neuronal cell differentiation markers	True
MBC:0000524	Mature oocyte differentiation markers	3	"(""Oocyte"" OR ""female germ cell"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000110	Mature germ cell differentiation markers	True
MBC:0000525	Mature osteoblast differentiation markers	3	"(""Osteoblasts"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000109	Mature Bone cell differentiation markers	True
MBC:0000526	Mature osteoclast differentiation markers	3	"(""Osteoclasts"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000109	Mature Bone cell differentiation markers	True
MBC:0000527	Mature osteocyte differentiation markers	3	"(""Osteocytes"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000109	Mature Bone cell differentiation markers	True
MBC:0000528	Mature Pneumocyte type I cell differentiation markers	3	"(""alveolar cells"" OR ""pneumocytes"") AND ""type I"" AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000108	Mature alveolar cell differentiation markers	True
MBC:0000529	Mature Pneumocyte type II cell differentiation markers	3	"(""alveolar cells"" OR ""pneumocytes"") AND ""type II"" AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000108	Mature alveolar cell differentiation markers	True
MBC:0000530	Mature podocyte differentiation markers	3	"(""podocytes"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000112	Mature kidney cell differentiation markers	True
MBC:0000531	Mature retinal ganglion cell differentiation markers	3	"(""retinal ganglion cells"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals) "	MBC:0000115	Mature retinal cell differentiation markers	True
MBC:0000532	Mature rod photoreceptor differentiation markers	3	"(""Rod"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000115	Mature retinal cell differentiation markers	True
MBC:0000533	Mature schwann cell differentiation markers	3	"(""schwann cells"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000114	Mature neuronal cell differentiation markers	True
MBC:0000534	Mature sinusoidal cell differentiation markers	3	"(""Sinusoidal endothelial cells"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000113	Mature liver cell differentiation markers	True
MBC:0000535	Mature sperm cell differentiaton markers	3	"(""sperm"" OR ""male germ cell"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000110	Mature germ cell differentiation markers	True
MBC:0000536	Mature stellate cell differentiation markers	3	"(""Stellate cells"") AND ""mature"" AND ""markers"" AND (humans OR mice OR mammals)"	MBC:0000113	Mature liver cell differentiation markers	True
MBC:0000537	MDA-5 receptor signaling	3	"(""MDA-5"") AND (signaling)"	MBC:0000147	Pattern recognition signaling	False
MBC:0000538	Mechanotransduction via mechanosensitive ion channels	3	"ion channels AND ""mechanotransduction"""	MBC:0000116	Mechanotransduction	True
MBC:0000539	Membrane attack complex formation	3	"(""Membrane attack complex"")"	MBC:0000068	Complement pathway and regulation	True
MBC:0000540	Metabolism of branched-chain amino acids	3	"((""leucine degradation"") OR (""leucine catabolism"") OR (""leucine metabolism"") OR (""isoleucine degradation"") OR (""isoleucine catabolism"") OR (""isoleucine metabolism"") OR (""valine degradation"") OR (""valine catabolism"") OR (""valine metabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000119	Metabolism of essential amino acids	False
MBC:0000541	Metaphase to anaphase checkpoint	3	"((""Metaphase to anaphase checkpoint"") OR (""Spindle checkpoint"") OR (""Spindle assembly checkpoint"")"	MBC:0000137	Mitotic cell cycle checkpoints	True
MBC:0000542	Methionine cycle	3	"(""methionine cycle"") AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000146	One carbon metabolism	True
MBC:0000543	Microfibril scaffold organization	3	(microfibril) AND (scaffold)	MBC:0000080	Elastogenesis	True
MBC:0000544	Microtubule assistance of vesicle traffic between Golgi and ER	3	"((microtubules) OR (microtubule) OR (kinesin)) AND (""vesicle"") AND ((ER) OR (endoplasmic) OR (ERGIC)) AND ((Golgi) OR (ERGIC)) "	MBC:0000211	Vesicle traffic between ER and TGN	True
MBC:0000545	Microtubule crosslinking and bundling	3	"(""microtubule crosslinking"") OR (""microtubule bundling"")"	MBC:0000128	Microtubule dynamics	True
MBC:0000546	Microtubule depolymerization, severing and catastrophe	3	"(""microtubule depolymerization"") OR (""microtubule severing"") OR (""microtubule catastrophe"") "	MBC:0000128	Microtubule dynamics	True
MBC:0000547	Microtubule destabilization	3	" (""microtubule destabilization"")"	MBC:0000128	Microtubule dynamics	True
MBC:0000548	Microtubule nucleation and rescue	3	"(""microtubule nucleation"") OR (""microtubule rescue"") "	MBC:0000128	Microtubule dynamics	True
MBC:0000549	Microtubule plus-end tracking	3	"(""microtubule plus end tracking"")"	MBC:0000128	Microtubule dynamics	False
MBC:0000550	Microtubule polymerization	3	"(""microtubule polymerization""))"	MBC:0000128	Microtubule dynamics	True
MBC:0000551	Microtubule stabilization	3	"(""microtubule stabilization"")"	MBC:0000128	Microtubule dynamics	True
MBC:0000552	Microtubule-based secretory vesicle traffic	3	"((""secretory vesicle"") OR (""secretory vesicles"")) AND (microtubule) AND (transport)"	MBC:0000210	Vesicle exocytosis	False
MBC:0000553	Mineralocorticoid receptor signaling	3	"(""mineralocorticoid receptor"") AND (""signaling"") "	MBC:0000193	Signaling pathways regulating water homeostasis	True
MBC:0000554	Mismatch repair	3	"(""Mismatch repair"") AND (""DNA repair"") "	MBC:0000078	DNA single-strand break repair	True
MBC:0000555	Mitochondrial ADP import and ATP export	3	"(Mitochondria) AND ((""ATP export"") OR (""ADP import"") OR (""ATP transport"") OR (""ADP transport""))"	MBC:0000133	Mitochondrial energy production	True
MBC:0000556	Mitochondrial ATP-synthesis	3	"(""Mitochondrial ATP-synthesis"")"	MBC:0000133	Mitochondrial energy production	False
MBC:0000557	Mitochondrial fission	3	"(""mitochondria fission"") OR (""mitochondrial fission"")"	MBC:0000132	Mitochondrial dynamics	True
MBC:0000558	Mitochondrial fusion	3	"  ((""mitochondria fusion"") OR (""mitochondrial fusion""))"	MBC:0000132	Mitochondrial dynamics	True
MBC:0000559	Mitochondrial transport	3	"(""mitochondrial transport"")"	MBC:0000132	Mitochondrial dynamics	True
MBC:0000560	Mitochondrial uncoupling by mitochondrial anion carrier proteins	3	"(""mitochondrial uncoupling protein"")"	MBC:0000133	Mitochondrial energy production	True
MBC:0000561	Mitophagy	3	"mitophagy OR ""mitochondrial autophagy"""	MBC:0000144	Non-Canonical autophagy	True
MBC:0000562	Mitotic chromosome condensation	3	"(""mitotic chromosome condensation"")"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000563	Mitotic H3 phosphorylation	3	"((""Non-vesicular lipid transport H3"") AND (phosphorylation)) AND (mitosis)"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000564	Mitotic spindle assembly	3	"(""Mitotic spindle"") AND (assembly) NOT (disassembly)"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000565	Mitotic spindle disassembly	3	"(""Mitotic spindle"") AND (disassembly)"	MBC:0000061	Chromosome segregation by mitotic spindle	True
MBC:0000566	Motilin receptor signaling	3	"(""Motilin receptor"") AND (""signaling"")"	MBC:0000092	Gastrointestinal hormone signaling	True
MBC:0000567	mRNA decapping and 5' degradation	3	"(""mRNA decapping"")"	MBC:0000183	RNA surveillance and degradation	True
MBC:0000568	mRNA degradation, storing and translational repression by cytoplasmic processing bodies	3	"(""Cytoplasmic processing bodies"")"	MBC:0000183	RNA surveillance and degradation	True
MBC:0000569	Multivesicular body dynamics	3	"(""Multivesicular body"") OR (""Multivesicular bodies"") "	MBC:0000081	Endocytic pathway	True
MBC:0000570	Muscarinic acetylcholine receptor signaling	3	"(""Muscarinic receptor"") OR (""Muscarinic Acetylcholine receptor"") AND (Signaling)"	MBC:0000191	Signaling pathways regulating cardiovascular homeostasis	True
MBC:0000571	Myelin biogenesis and maturation	3	"((Biogenesis) AND (myelin)) OR (""myelin maturation"") OR (""myelin synthesis"")"	MBC:0000142	Neuronal action potential generation and propagation	True
MBC:0000572	Myofibril formation	3	"(""myofibril formation"") OR (""myofibril assembly"")"	MBC:0000140	Myofibril formation and organization	True
MBC:0000573	Natriuretic peptide receptor signaling	3	"(""Atrial natriuretic peptide signaling"") OR (""Atrial natriuretic factor signaling"") OR (""Brain natriuretic peptide signaling"") OR (""Brain natriuretic factor signaling"") OR ((""C-type natriuretic peptide"") AND (signaling))"	MBC:0000193	Signaling pathways regulating water homeostasis	True
MBC:0000574	Necroptosis induction	3	(Necroptosis) AND (induction)	MBC:0000141	Necroptosis	True
MBC:0000575	Necroptotic release of damage-associated molecular patterns	3	"(Necroptosis) AND ((""damage-associated molecular patterns"") OR (DAMP))"	MBC:0000141	Necroptosis	False
MBC:0000576	Necrosome formation	3	(necrosome) AND ((formation) OR (assembly))                                    	MBC:0000141	Necroptosis	True
MBC:0000577	Nerve growth factor receptor signaling	3	"(""Nerve growth factor receptor"") AND (signaling) "	MBC:0000143	Neuronal signaling pathways	True
MBC:0000578	Neuregulin receptor signaling	3	"(""Neuregulin"") AND (signaling)"	MBC:0000084	Epidermal growth factor family signaling	True
MBC:0000579	Neuromedin B receptor signaling	3	"(""Neuromedin B receptor"")"	MBC:0000046	Bombesin receptor signaling	True
MBC:0000580	Neuronal membrane depolarization during action potential	3	"(""Action potential"") AND (""depolarization"") AND (channel) AND (neuron)"	MBC:0000142	Neuronal action potential generation and propagation	True
MBC:0000581	Neuronal membrane repolarization during action potential and hyperpolarization	3	"(""Action potential"") AND ((""hyperpolarization"") OR (""repolarization"")) AND (channel) AND (neuron)"	MBC:0000142	Neuronal action potential generation and propagation	True
MBC:0000582	Neuronal pacemaker current generation	3	"((""Hyperpolarization-activated cation channels"") OR (""pacemaker"")) AND (channel) AND (neuron)"	MBC:0000142	Neuronal action potential generation and propagation	True
MBC:0000583	NFkB signaling pathway	3	"(""NFKB signaling"") OR (""NFKB pathway"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000584	Niacin metabolism	3	"(""niacin biosynthesis"") OR (""nicotinic acid biosynthesis"") OR (""NAD biosynthesis"") OR (""NADP biosynthesis"")"	MBC:0000126	Metabolism of water-soluble vitamins	True
MBC:0000585	Nitric oxide signaling pathway	3	"(""nitric oxide signaling pathway"") OR (""nitric oxide signaling cascade"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000586	Nodal growth differentiation factor receptor signaling	3	"(""NODAL"") AND (""signaling"")"	MBC:0000202	TGF-beta superfamily signaling	True
MBC:0000587	NOD-like receptor signaling	3	"(""NOD-like receptor"") AND (signaling)"	MBC:0000147	Pattern recognition signaling	False
MBC:0000588	Non-homologous end joining DSB repair	3	"(""Non-homologous end joining"") AND (""DNA repair"")"	MBC:0000075	DNA double-strand break repair	False
MBC:0000589	Non-raft microdomains	3	non-raft microdomains	MBC:0000155	Plasma membrane microdomains	False
MBC:0000590	Nonsense-mediated mRNA decay pathway	3	"((""NMD pathway"") OR (""Nonsense-mediated RNA decay pathway""))"	MBC:0000183	RNA surveillance and degradation	False
MBC:0000591	Nonstop mRNA decay pathway	3	"(RNA) AND (""nonstop decay"")"	MBC:0000183	RNA surveillance and degradation	True
MBC:0000592	Non-vesicular ceramide transport	3	"((""non-vesicular"") OR (intermembrane) OR (transfer protein)) AND (ceramide) AND (transport)"	MBC:0000145	Non-vesicular lipid transport	False
MBC:0000593	Non-vesicular oxysterol transport	3	"((""non-vesicular"") OR (intermembrane) OR (transfer protein)) AND ((OSBP) OR (oxysterol)) AND (transport)"	MBC:0000145	Non-vesicular lipid transport	False
MBC:0000594	Non-vesicular phospholipid transport	3	"((""non-vesicular"") OR (intermembrane) OR (transfer protein)) AND (phospholipid) AND (transport)"	MBC:0000145	Non-vesicular lipid transport	False
MBC:0000595	Notch receptor signaling	3	"(""Notch receptor"") AND (signaling) "	MBC:0000194	Signaling pathways that control cell proliferation and differentiation	True
MBC:0000596	Nuclear Drosha-mediated microRNA processing	3	"((""microRNA processing"") OR (""miRNA processing"")) AND (Drosha)"	MBC:0000130	miRNA and endogenous siRNA biogenesis	False
MBC:0000597	Nuclear envelope maintenance	3	"(""Nuclear envelope structure"") OR (""Nuclear envelope architecture"") OR (""Nuclear envelope organization"")"	MBC:0000082	Endoplasmic reticulum and nuclear envelope organization	True
MBC:0000598	Nuclear import of core snRNP	3	"(""nuclear import"") AND ((snRNP) OR (""small nuclear RNP""))"	MBC:0000197	snRNA expression and spliceosome generation	True
MBC:0000599	Nuclear intermediate filaments	3	"(Lamin) OR ((""Intermediate filaments"") AND (nuclear))"	MBC:0000099	Interphase nucleus and nuclear chromatin organization	True
MBC:0000600	Nuclear mRNA export	3	"(""nuclear mRNA export"") OR (""mRNA nuclear export"")"	MBC:0000138	mRNA capping, editing, polyadenylation and nuclear export	True
MBC:0000601	Nuclear pore complex organization	3	"(""Nuclear pore complex"") NOT (bacterial) NOT (plant)"	MBC:0000161	Protein transport across the nuclear membrane	True
MBC:0000602	Nuclear protein export	3	"(""Nuclear protein export"") OR ((""Protein export"") AND (nucleus)) "	MBC:0000161	Protein transport across the nuclear membrane	True
MBC:0000603	Nuclear protein import	3	"(""Nuclear protein import"")"	MBC:0000161	Protein transport across the nuclear membrane	True
MBC:0000604	Nuclear snRNA processing	3	"((""Small nuclear RNA"") OR (snRNA)) AND (integrator) "	MBC:0000197	snRNA expression and spliceosome generation	True
MBC:0000605	Nucleosome assembly	3	"(""nucleosome assembly"")"	MBC:0000060	Chromatin remodeling	True
MBC:0000606	Nucleosome disassembly	3	"(""nucleosome disassembly"")"	MBC:0000060	Chromatin remodeling	True
MBC:0000607	Nucleosome remodeling	3	"(""nucleosome remodeling"")"	MBC:0000060	Chromatin remodeling	True
MBC:0000608	Nucleotide excision repair	3	"(""Nucleotide excision repair"") AND (""DNA repair"")"	MBC:0000078	DNA single-strand break repair	True
MBC:0000609	Oncogene induced senescence	3	Oncogene induced senescence AND (human OR mammals OR mice)	MBC:0000049	Cell Scenescence	True
MBC:0000610	Oncostatin-M receptor signaling	3	"((""Oncostatin-M receptor"") OR (""OSM receptor"")) AND (signaling)"	MBC:0000189	Signaling pathways involved in hematopoiesis	False
MBC:0000611	Osteonectin receptor signaling	3	((osteonectin) OR (Sparc)) AND (signaling)	MBC:0000107	Matricellular protein signaling	True
MBC:0000612	Osteopontin receptor signaling	3	"((""Osteopontin"") OR (""Bone sialoprotein"") OR (""secreted phosphoprotein"") OR (""Early T-lymphocyte activation"")) AND (signaling)"	MBC:0000107	Matricellular protein signaling	True
MBC:0000613	Oxidative senescence	3	Oxidative Senescence AND (human OR mammals OR mice)	MBC:0000049	Cell Scenescence	True
MBC:0000614	Oxygen mediated regulation of hypoxia-inducible-factor	3	"Oxygen AND ""regulation of HIF"" AND (human OR mammals OR mice)"	MBC:0000180	Response to hypoxia	False
MBC:0000615	Parathyroid hormone receptor signaling	3	"((""Parathyroid hormone receptor"") OR (""PTH receptor"")) AND (""signaling"")"	MBC:0000190	Signaling pathways regulating calcium homeostasis	True
MBC:0000616	Pentose phosphate pathway	3	"((""Pentose phosphate pathway"") OR (""phosphogluconate pathway"") OR (""hexose monophosphate shunt"") OR (""hexose monophosphate pathway"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000047	Carbohydrate metabolism and transport	True
MBC:0000617	Perlecan synthesis	3	"(""Perlecan synthesis"") OR (""Perlecan production"")"	MBC:0000044	Basement membrane dynamics	True
MBC:0000618	Peroxisome proliferator-activated receptor alpha signaling	3	"(""Peroxisome proliferator-activated receptor alpha"") AND (signaling)"	MBC:0000188	Signaling pathways involved in glucose and lipid homeostasis	False
MBC:0000619	Peroxisome proliferator-activated receptor gamma signaling	3	"(""Peroxisome proliferator-activated receptor gamma"") AND (signaling) "	MBC:0000188	Signaling pathways involved in glucose and lipid homeostasis	False
MBC:0000620	Phase I biotransformation via alcohol dehydrogenases	3	"((""alcohol dehydrogenase"") OR (""aldehyde dehydrogenase"")) AND (""biotransformation"")"	MBC:0000150	Phase I biotransformation	True
MBC:0000621	Phase I biotransformation via cytochrome P450	3	"((""cytochrome P450"") OR (CYP450)) AND ((""phase I biotransformation"") OR (""phase I metabolism"") OR (""phase 1 biotransformation"") OR (""phase 1 metabolism"")) AND ((liver) OR (human) OR (mammalian))"	MBC:0000150	Phase I biotransformation	True
MBC:0000622	Phase I biotransformation via flavin-containing monooxygenases	3	"(""flavin containing monooxygenase"") AND (""biotransformation"")"	MBC:0000150	Phase I biotransformation	False
MBC:0000623	Phenylalanine catabolism	3	"((""Phenylalanine degradation"") OR (""Phenylalanine catabolism"") OR (""Phenylalanine metabolism"")) AND (enzyme) AND ((human) OR (animal) OR (mammal) OR (muscle) OR (liver) OR (kidney))"	MBC:0000119	Metabolism of essential amino acids	True
MBC:0000624	Phosphate transmembrane transport	3	"((phosphate) OR (""PO"") OR (""PO3-"") OR (""PO4-"")) AND ((transmembrane) AND ((transport) OR (Channel) OR (symport) OR (Antiport) OR (ATPase)))"	MBC:0000207	Transmembrane water and ion transport not involved in membrane potential generatation	True
MBC:0000625	Phosphoglyceride biosynthesis	3	"((""phosphoglyceride biosynthesis"") OR (""phosphoglyceride synthesis"") OR (""phosphatidylcholine biosynthesis"") OR (""phosphatidylcholine synthesis"") OR (""phosphatidylethanolamine biosynthesis"") OR (""phosphatidylethanolamine synthesis"") OR (""phosphatidylserine biosynthesis"") OR (""phosphatidylserine synthesis"") OR (""phosphatidylinositol biosynthesis"") OR (""phosphatidylinositol synthesis"") OR (""Kennedy pathway"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000117	Membrane lipid metabolism	True
MBC:0000626	Phosphoglyceride remodelling via Lands cycle	3	"((""Lands cycle"") OR (""phospholipid remodeling"")) AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000117	Membrane lipid metabolism	True
MBC:0000627	Phospholipase C signaling pathway	3	"(""Phospholipase C signaling pathway"") OR (""Phospholipase C signaling cascade"") OR (""PLC signaling pathway"") OR (""Phospholipase C signal transduction"") OR (""PLC signal transduction"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000628	PI3 kinase AKT signaling pathway	3	"(""PI3K/AKT signaling pathway"") OR (""PI3K/AKT signaling cascade"")"	MBC:0000100	Intracellular common signaling cascades of multiple pathways	True
MBC:0000629	Platelet-derived growth factor receptor signaling	3	"((""PDGFR"") OR (""Platelet-derived growth factor receptor"")) AND (signaling)"	MBC:0000194	Signaling pathways that control cell proliferation and differentiation	False
MBC:0000630	Polyol pathway	3	"(""Polyol pathway"") AND (enzyme) AND ((human) OR (animal) OR (mammal))"	MBC:0000047	Carbohydrate metabolism and transport	True
